intent,text,response
depozito_iadesi,Kiraya verenin iflas etmesi veya vefat etmesi durumunda depozito iadesi süreci nasıl işler ve kiracının alacağını tahsil etme önceliği var mıdır? ,"İflas Durumunda: Kiraya veren iflas ederse, depozito alacağı bir ""alacak"" haline gelir ve kiracı, alacağını iflas masasına kaydettirmelidir. Depozito, Türk Borçlar Kanunu'na göre bir ""güvence"" olduğu için, rehin hakkı olmasa da, Yargıtay bazı durumlarda depozito alacağını imtiyazlı (öncelikli) alacak olarak değerlendirebilmektedir. Ancak bu, iflasın genel hükümlerine tabi bir süreçtir ve alacağın tahsili zaman alabilir.
Vefat Durumunda: Kiraya veren vefat ederse, kira sözleşmesi mirasçılarına geçer. Depozito iade yükümlülüğü de mirasçılar üzerine düşer. Kiracı, depozito alacağını mirasçılardan talep etmelidir. Mirasçılar, terekenin (mirasın) borçlarından sorumlu oldukları için depozitoyu ödemekle yükümlüdürler. Kaynak: Türk Borçlar Kanunu (TBK) m. 308, İcra ve İflas Kanunu (İİK) ve Türk Medeni Kanunu (TMK) miras hükümleri.
"
depozito_iadesi,"Kira sözleşmesinde depozitonun faizsiz tutulacağına dair bir madde varsa, bu madde hukuken geçerli midir ve kiracı faiz talep edebilir mi? ","Türk Borçlar Kanunu'na göre, depozito bir banka hesabına yatırılmalı ve kiraya verenin rızası olmaksızın çekilememelidir. Bu hesap, vadeli veya vadesiz olabilir. Ancak, kanun ""kiraya verenin rızası olmaksızın çekilemez"" hükmü ile birlikte ""kira sözleşmesi sona erdikten sonra üç ay içinde kiraya veren kiracıya karşı kira sözleşmesiyle ilgili bir dava açtığını bankaya yazılı olarak bildirmediği takdirde banka, kiracının istemi üzerine güvenceyi geri vermekle yükümlüdür"" hükmünü de getirmiştir. Kanun, bu güvencenin gelir getirmesini öngörmese de, uygulamada bankalar faizsiz veya düşük faizli hesaplar açabilmektedir. Eğer depozito bankada değerlendirilmiş ve faiz getirmişse, kural olarak bu faiz, depozito ile birlikte kiracıya aittir. Sözleşmede ""faizsiz tutulacaktır"" maddesi bulunsa bile, bu madde kanunun emredici hükümlerine aykırı olduğu sürece sınırlı olarak geçerli olabilir veya geçerli kabul edilmeyebilir. Kiracı, eğer depozitosu vadeli bir hesapta tutulmuş ve faiz getirmişse, bu faizi de talep edebilir. Kaynak: Türk Borçlar Kanunu (TBK) m. 342 ve Yargıtay içtihatları. "
depozito_iadesi,Kiracının evcil hayvan bulundurması nedeniyle oluştuğu iddia edilen hasarlar için depozitodan kesinti yapılabilmesi için hangi şartlar aranır? ,"Evcil hayvanların neden olduğu iddia edilen hasarlar için depozitodan kesinti yapılabilmesi için öncelikle bu hasarların kiracının kusurundan veya hayvanın normal kullanımının ötesindeki davranışlarından kaynaklandığının ispatlanması gerekir. Kiracı, kiralananı sözleşmeye uygun kullanmak zorundadır. Eğer sözleşmede evcil hayvan beslenmesine izin verilmişse ve buna rağmen olağan kullanımın ötesinde (örn. eşelemeler, duvarları tırmalama, koku bırakma) bir zarar oluşmuşsa, bu zararlar depozitodan kesilebilir. Ancak bu kesintinin yapılabilmesi için ev sahibinin, hasarın niteliğini, miktarını ve evcil hayvandan kaynaklandığını somut delillerle (fotoğraf, video, eksper raporu, onarım faturası) ispatlaması şarttır. Normal kullanımın ötesinde bir zarar yoksa kesinti yapılamaz. Kaynak: Türk Borçlar Kanunu (TBK) m. 316, 334 ve yargı içtihatları. "
depozito_iadesi,Depozitonun bir banka hesabına bloke edilmesi yasal bir zorunluluk mudur ve edilmezse bunun hukuki sonuçları nelerdir? ,"Evet, Türk Borçlar Kanunu'nun 342. maddesine göre, konut ve çatılı işyeri kiralarında kararlaştırılan güvence (depozito) para ise, kiracı tarafından vadeli veya vadesiz bir banka hesabına yatırılmalıdır. Bu hesap, kiraya verenin rızası olmaksızın çekilemez ve kira sözleşmesi sona erdiğinde belirli şartlarla iade edilir. Bu hüküm emredicidir. Eğer depozito bu şekilde bankaya yatırılmaz ve doğrudan elden kiraya verene verilirse, kanunun amacı olan güvence fonksiyonu zayıflar. Bu durumda kiracı, depozitonun güvence niteliğini kaybetmesi nedeniyle, ev sahibinden paranın bankaya yatırılmasını talep edebilir. Eğer ev sahibi bu talebi yerine getirmezse veya depozitoyu iade etmezse, kiracının ispat yükü artsa da dava yoluyla alacağını talep etme hakkı saklıdır. Ayrıca, bu durum sözleşmenin geçerliliğini etkilemez ancak taraflar arasında ileride çıkabilecek uyuşmazlıklarda kiracının dezavantajlı duruma düşmesine neden olabilir. Kaynak: Türk Borçlar Kanunu (TBK) m. 342. "
depozito_iadesi,"Kiraya verenin, depozitoyu iade etmeme gerekçesi olarak, kiralananın normalden daha fazla eskidiği (yıpranma payının aşıldığı) iddiasında bulunması halinde hukuki değerlendirme nasıl yapılır? ","Bu durumda hukuki değerlendirme, ""olağan yıpranma ve eskimeler"" ile ""aşırı yıpranma veya hasar"" arasındaki ayrım temelinde yapılır. Türk Borçlar Kanunu, kiracının kiralananı sözleşme sonunda aldığı gibi geri verme yükümlülüğü olmadığını, olağan kullanımdan kaynaklanan yıpranmalara katlanılması gerektiğini belirtir. Örneğin, normal süre içinde sararan boya, kullanılan zemindeki çizikler olağan yıpranmadır. Ancak, kiracının kusuruyla oluşan (duvara kasten zarar verme, kırıntılar, ağır koku bırakma gibi) veya normalden çok daha kısa sürede oluşan (bir yıllık kira süresinde yeni boyanmış duvarın çok yıpranması gibi) yıpranmalar ""aşırı yıpranma"" veya ""hasar"" olarak kabul edilebilir. Bu durumda ispat yükü kiraya verendedir; kiraya veren, yıpranmanın aşırı olduğunu ve kiracının kusurundan kaynaklandığını eksper raporu, fotoğraflar veya faturalarla kanıtlamalıdır. Kaynak: Türk Borçlar Kanunu (TBK) m. 334 ve Yargıtay içtihatları. "
depozito_iadesi,"Kira sözleşmesi sona ermeden önce, kiracının mülkü üçüncü bir kişiye devretmesi (kira sözleşmesinin devri) durumunda depozito sorumluluğu kime geçer? ","Teorik olarak evet, Türk Medeni Kanunu'nun yoksulluk nafakası ile ilgili hükümleri, boşanma yüzünden yoksulluğa düşecek olan tarafa, kusuru diğer taraftan daha ağır olmamak koşuluyla nafaka bağlanabileceğini belirtir. Bu madde, nafaka talep eden kişinin cinsiyetini ayırmaz. Dolayısıyla, eğer nafaka ödemekte olan taraf, boşanma sonrasında ciddi bir ekonomik çöküş yaşar ve diğer tarafın mali durumu uygun olursa, o da eski eşinden yoksulluk nafakası talebinde bulunabilir. Ancak bu durum, uygulamada oldukça nadir görülür ve çok somut, haklı gerekçelerin ispatını gerektirir. Kaynak: Türk Medeni Kanunu (TMK) m. 175. "
depozito_iadesi,"Depozito iadesi davasında, ev sahibinin evin hasarsız teslim edildiğini ispatlama yükü var mıdır, yoksa her zaman kiracı mı ispatlamak zorundadır? ","Türk Borçlar Kanunu'na göre, kiracının kira sözleşmesini devredebilmesi için kiraya verenin yazılı rızası şarttır. Eğer kira sözleşmesi geçerli bir şekilde üçüncü bir kişiye devredilirse, devreden kiracı (eski kiracı) ile devralan kiracı (yeni kiracı) arasında özel bir anlaşma yoksa, depozito sorumluluğu hukuken devralan kiracıya geçer. Yani, kira sözleşmesi tamamen yeni kiracıya geçtiği için, eski kiracının depozito alacağı da yeni kiracıya devredilmiş sayılır. Sözleşme sonunda depozitonun iadesini yeni kiracı talep edecektir. Ancak pratikte, devreden kiracı ile devralan kiracı arasında depozitonun kendi aralarında halledilmesi yönünde bir anlaşma yapılır. Kiraya veren açısından asıl muhatap, sözleşmenin devri ile yeni kiracıdır. Kaynak: Türk Borçlar Kanunu (TBK) m. 323 ve yargı içtihatları. "
nafaka,"Nafaka yükümlüsü, kendisi lehine nafaka bağlanmasını talep edebilir mi? Yani, nafaka ödeyen kişi de nafaka alabilir mi? ",
nafaka,"Yoksulluk nafakası alan kişinin, fiilen evli gibi yaşaması durumunda nafaka hakkının sona ermesi için hangi şartlar aranır ve bu durum nasıl ispatlanır? ","Yoksulluk nafakası alan kişinin, boşanmadan sonra fiilen evli gibi yaşaması (evlenmeksizin biriyle düzenli bir birliktelik sürdürmesi) halinde nafaka hakkı sona erer. Bu durumun tespiti ve ispatı zordur. Yargıtay'a göre ""evli gibi yaşama"" kavramı, sadece aynı evde yaşamak anlamına gelmez; sürekli bir ilişkinin varlığı, dışarıya karşı eş gibi görünme, birlikte tatil yapma, ortak bir ekonomik düzen kurma gibi unsurları içerir. İspat için tanık beyanları, sosyal medya paylaşımları, fotoğraflar, güvenlik kamerası kayıtları, faturalar veya komşuların ifadeleri gibi çeşitli deliller kullanılabilir. Bu durumun tespiti halinde, nafaka yükümlüsü nafakanın kaldırılması davası açmalıdır. Kaynak: Türk Medeni Kanunu (TMK) m. 176/3 ve Yargıtay içtihatları. "
nafaka,"Çocuğun iştirak nafakası alabilmesi için öğrenim hayatına devam etme şartı, üniversiteyi bitirdikten sonra lisansüstü eğitime devam etmesi halinde de geçerli midir? ","Türk Medeni Kanunu'na göre, iştirak nafakası kural olarak çocuğun ergin (18 yaşını doldurmuş) olmasına kadar devam eder. Ancak, çocuk ergin olduktan sonra eğitimine devam ediyorsa, bu durumda nafaka yükümlüsü, çocuk için ""eğitim nafakası"" ödemeye devam edebilir veya çocuk kendisi ""yardım nafakası"" talep edebilir. Yargıtay kararlarında lisansüstü (yüksek lisans, doktora) eğitimin de bu kapsamda değerlendirildiği, ancak bu eğitimin çocuğun yaşına, sağlık durumuna, yeteneğine ve ebeveynlerin ekonomik gücüne uygun olması gerektiği belirtilmiştir. Yani, makul ve zorunlu olduğu sürece lisansüstü eğitim için de nafaka talep edilebilir. Kaynak: Türk Medeni Kanunu (TMK) m. 328/2, 364 ve Yargıtay içtihatları. "
nafaka,"Boşanma davası devam ederken hükmedilen tedbir nafakası, davanın reddedilmesi halinde de ödenmeye devam eder mi? ","Hayır, boşanma davası devam ederken hükmedilen tedbir nafakası, davanın reddedilerek evlilik birliğinin devamına karar verilmesi halinde dava reddinin kesinleşmesiyle birlikte kendiliğinden sona erer. Tedbir nafakasının amacı, boşanma davası süresince eşlerin ve çocukların mağduriyetini önlemektir. Dava reddedilip kesinleştiğinde, evlilik birliği hukuken devam ettiğinden, eşler arasında karşılıklı yardımlaşma ve bakım yükümlülüğü yeniden ön plana çıkar ve ayrıca bir tedbir nafakasına gerek kalmaz. Kaynak: Türk Medeni Kanunu (TMK) m. 169 ve yargı içtihatları. "
nafaka,"Nafaka yükümlüsü (borçlusu), işsiz kalması veya gelirinin önemli ölçüde düşmesi durumunda nafaka miktarının azaltılmasını talep edebilir mi ve bu süreç nasıl işler? ","Evet, nafaka yükümlüsü, haklı sebeplerin varlığı halinde nafaka miktarının azaltılmasını veya kaldırılmasını talep edebilir. Türk Medeni Kanunu'na göre, nafaka ödeyen veya alan tarafın ekonomik durumunda önemli bir değişiklik olması, nafaka miktarının yeniden belirlenmesini gerektirir. İşsiz kalma, ciddi bir hastalık nedeniyle çalışma gücünü kaybetme, gelirinde önemli ve kalıcı düşüş yaşama gibi durumlar haklı sebep sayılabilir. Nafaka yükümlüsü, bu durumu nafakanın uyarlanması (artırılması veya azaltılması) davası ile mahkemeye taşımalıdır. Mahkeme, yeni mali durumu değerlendirerek bir karar verecektir. Kaynak: Türk Medeni Kanunu (TMK) m. 176/4, 331 ve yargı içtihatları. "
nafaka,"Nafaka alacağı, icra takibi yoluyla tahsil edilirken, borçlunun maaşının tamamına haciz konulabilir mi, yoksa belirli bir oranı mı haczedilebilir? ","Nafaka alacağı, diğer alacaklara göre daha özel bir statüye sahiptir ve İcra ve İflas Kanunu'nda özel olarak düzenlenmiştir. Kural olarak, maaşın dörtte birinden fazlası haczedilemez. Ancak, nafaka alacakları için bu kurala bir istisna getirilmiştir. Nafaka alacağı için maaş haczi söz konusu olduğunda, maaşın tamamına haciz konulabilir. Yani, maaşın dörtte biri sınırı nafaka alacakları için geçerli değildir; mahkeme kararıyla belirlenen nafaka miktarının tamamı, borçlunun maaşından doğrudan kesilebilir. Bu durum, nafaka alacaklısının mağduriyetini önlemek amacıyla getirilmiş önemli bir hükümdür. Kaynak: İcra ve İflas Kanunu (İİK) m. 83/2 ve m. 344 (nafaka borcunda tazyik hapsi) "
nafaka,"Yoksulluk nafakası, nafaka alacaklısının evlenmeden önceki mesleğini icra etmeye başlaması veya yüksek gelirli bir iş bulması durumunda kendiliğinden sona erer mi, yoksa mahkeme kararı gerekir mi? ","Yoksulluk nafakası, nafaka alacaklısının yoksulluğunun ortadan kalkması halinde sona erer. Mesleğini icra etmeye başlaması veya yüksek gelirli bir iş bulması, yoksulluğun ortadan kalktığının önemli bir göstergesidir. Ancak, nafaka hakkı kendiliğinden sona ermez. Nafaka yükümlüsü, alacaklının yoksulluk durumunun ortadan kalktığını ispatlayarak nafakanın kaldırılması davası açmalıdır. Mahkeme, yeni durumu değerlendirerek nafakanın kaldırılmasına veya miktarının azaltılmasına karar verir. Mahkeme kararı kesinleşene kadar nafaka ödemesi devam eder. Kaynak: Türk Medeni Kanunu (TMK) m. 176/3 ve yargı içtihatları. "
nafaka,"Müşterek çocuğun velayeti kendisine bırakılan eşin, çocuğun bakımı için nafaka almasına rağmen, çocuğu başka birine (örneğin akrabasına veya bakıcıya) sürekli olarak bırakması durumunda nafaka hakkı etkilenebilir mi? ","Bu durum, iştirak nafakasının temel amacı olan çocuğun bakım ve eğitim giderlerine katkıyı doğrudan ilgilendirir. Eğer velayeti kendisinde olan ebeveyn, çocuğu sürekli olarak başka birine bırakıyor ve bu durum çocuğun menfaatine aykırı bir hal oluşturuyorsa veya nafakanın çocuğun giderlerine değil, velayeti elinde tutan ebeveynin kişisel harcamalarına gittiği tespit edilirse, nafaka yükümlüsü nafakanın azaltılması veya kaldırılması davası açabilir. Hatta çok ağır durumlarda, çocuğun menfaati gereği velayetin değiştirilmesi davası dahi söz konusu olabilir. Mahkeme, bu tür bir durumda çocuğun fiili yaşam koşullarını, nafakanın kullanım amacını ve en önemlisi çocuğun üstün menfaatini detaylıca araştıracaktır. Kaynak: Türk Medeni Kanunu (TMK) m. 328, 349 ve yargı içtihatları. "
evlilik_islemleri,"Bir Türk vatandaşı, aynı anda birden fazla yabancı ülkenin vatandaşlığına sahip olan (çifte veya çoklu vatandaş) bir yabancı uyruklu il ","Türk Medeni Kanunu, çifte vatandaşlığa sahip kişilerin evlenmesini engellemez. Evlilik, Türkiye'de Türk hukukuna göre yapılır ve geçerli olur. Soyadı kullanımı konusunda ise, Türk vatandaşı kadın, eşinin soyadını alabileceği gibi, kendi kızlık soyadını eşinin soyadının önünde de kullanabilir veya 2023 yılında yapılan düzenlemeyle sadece kendi soyadını kullanmayı talep edebilir. Çoklu vatandaşlığa sahip yabancı uyruklu eşin kendi ulusal hukukunda soyadı kuralları farklı olsa da, Türkiye'de yapılan evliliğin soyadı düzenlemesi Türk hukukuna tabi olacaktır. Yabancı eşin diğer vatandaşlıklarını aldığı ülkelerde bu evliliğin tanınması için ise ilgili ülkelerin makamlarına bildirim yapması gerekebilir. Kaynak: Türk Medeni Kanunu (TMK) m. 187 ve Nüfus Hizmetleri Kanunu m. 36. "
evlilik_islemleri,"Evlilik başvurusu sırasında eşlerden birinin, ağır ve bulaşıcı bir hastalığının olduğunu gizlemesi ve sağlık raporunda bu durumu belirtmemesi halinde evliliğin iptali söz konusu olabilir mi? ","Evet, Türk Medeni Kanunu, evlenmeye engel teşkil eden bir hastalığın (örneğin evlenme ehliyetini etkileyen akıl hastalığı veya cinsel yolla bulaşan bazı hastalıklar) veya sürekli hastalıklı olmanın kasten gizlenmesi durumunda, evliliğin mutlak butlanla batıl sayılabileceği haller arasında sayar. Ancak, uygulamada bu durum genellikle nisbi butlan (iptal edilebilirlik) sebebi olarak değerlendirilir. Yani, aldatılan eşin, aldatma veya yanılma nedeniyle evliliğin iptalini talep etme hakkı doğar. Ancak bu, otomatik bir iptal değildir; ilgili eşin dava açması ve durumu ispatlaması gerekir. Sağlık raporu, bu tür hastalıkları tespit etmek ve gizlenmesini önlemek amacıyla zorunlu kılınmıştır. Kaynak: Türk Medeni Kanunu (TMK) m. 148, 149. "
evlilik_islemleri,"Nikah töreninde şahitlerden birinin veya ikisinin de kimlik belgesinin olmaması ya da yanlış beyanda bulunması durumunda, yapılan evlilik hukuken geçerliliğini kaybeder mi? ","Türk Medeni Kanunu'na göre, nikah töreninde en az iki ergin ve ayırt etme gücüne sahip şahit bulunması şekil şartıdır. Ancak, şahitlerin kimlik bilgilerinde sonradan tespit edilen basit hatalar veya kimlik belgelerinin o an olmaması, evliliğin doğrudan geçersiz olmasına yol açmaz. Önemli olan, şahitlerin kimliğinin tespit edilebilir olması ve nikahın şahitlerin huzurunda yapılmasıdır. Eğer şahitlerin kimliği tamamen sahte ise veya şahitlik ehliyetine sahip değillerse (örneğin akıl hastası iseler), bu durum evliliğin butlanına (geçersizliğine) sebep olabilir. Ancak bu, mahkeme kararıyla tespit edilecek bir durumdur ve her somut olayın kendi koşulları değerlendirilir. Kaynak: Türk Medeni Kanunu (TMK) m. 141. "
